Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,A-xAG,KP,1/3,PPA,CrsPA,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Comp
356,Fabian Reese,de GER,"MF,FW",Greuther Fürth,20,1997,29,19,1742,19.4,3,3,6,3,0,0,5,0,0.31,356,de GER,"MF,FW",20,1997,19.4,3,49,17,34.7,2.53,0.88,0.06,0.18,,0,0,356,de GER,"MF,FW",20,1997,19.4,,,,,,3,,,,,,356,de GER,"MF,FW",20,1997,19.4,,,,,,,57,,,,,,,,,356,de GER,"MF,FW",20,1997,19.4,,,,,,,,,,,356,de GER,"MF,FW",20,1997,19.4,,21,,,,,,,,,,13,,,,356,de GER,"MF,FW",20,1997,19.4,,,,,,,,,,,,,,,,,,,,,394,de GER,"MF,FW",20,1997,29,1742,60,56.9,19.4,19,77,6,10,27,4,1.41,24,29,-5,-0.26,+0.70,356,de GER,"MF,FW",20,1997,19.4,5,0,0,38,9,13,57,13,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
357,Yanni Regäsel,de GER,"DF,MF",MSV Duisburg,22,1996,5,3,256,2.8,0,0,0,0,0,0,1,0,0.00,357,de GER,"DF,MF",22,1996,2.8,0,2,1,50.0,0.70,0.35,0.00,0.00,,0,0,357,de GER,"DF,MF",22,1996,2.8,,,,,,0,,,,,,357,de GER,"DF,MF",22,1996,2.8,,,,,,,11,,,,,,,,,357,de GER,"DF,MF",22,1996,2.8,,,,,,,,,,,357,de GER,"DF,MF",22,1996,2.8,,3,,,,,,,,,,5,,,,357,de GER,"DF,MF",22,1996,2.8,,,,,,,,,,,,,,,,,,,,,395,de GER,"DF,MF",22,1996,5,256,51,8.4,2.8,3,74,1,2,17,10,1.40,3,4,-1,-0.35,+0.45,357,de GER,"DF,MF",22,1996,2.8,1,0,0,3,9,0,11,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
358,Ken Reichel,de GER,DF,Union Berlin,31,1986,27,27,2362,26.2,0,2,2,0,0,0,5,1,0.08,358,de GER,DF,31,1986,26.2,0,36,7,19.4,1.37,0.27,0.00,0.00,,0,0,358,de GER,DF,31,1986,26.2,,,,,,2,,,,,,358,de GER,DF,31,1986,26.2,,,,,,,74,,,,,,,,,358,de GER,DF,31,1986,26.2,,,,,,,,,,,358,de GER,DF,31,1986,26.2,,35,,,,,,,,,,52,,,,358,de GER,DF,31,1986,26.2,,,,,,,,,,,,,,,,,,,,,396,de GER,DF,31,1986,27,2362,87,77.2,26.2,27,87,22,0,,2,1.70,43,26,+17,+0.65,+0.13,358,de GER,DF,31,1986,26.2,5,1,1,40,53,1,74,52,35,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
359,Dominik Reimann,de GER,GK,Holstein Kiel,21,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,359,de GER,GK,21,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,359,de GER,GK,21,1997,7.0,,,,,,0,,,,,,359,de GER,GK,21,1997,7.0,,,,,,,0,,,,,,,,,359,de GER,GK,21,1997,7.0,,,,,,,,,,,359,de GER,GK,21,1997,7.0,,0,,,,,,,,,,0,,,,359,de GER,GK,21,1997,7.0,,,,,,,,,,,,,,,,,,,,,397,de GER,GK,21,1997,7,630,90,20.6,7.0,7,90,7,0,,27,1.00,12,10,+2,+0.29,+0.03,359,de GER,GK,21,1997,7.0,0,0,0,0,0,0,0,0,0,0,0,0,30,de GER,GK,21,1997,7,7,630,7.0,10,1.43,33,23,69.7,2,1,4,1,14.3,0,0,0,0,30,de GER,GK,21,1997,7.0,10,0,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
360,Tobias Reithmeir,de GER,DF,Heidenheim,18,1999,3,1,149,1.7,0,0,0,0,0,0,1,0,0.00,360,de GER,DF,18,1999,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,,0,0,360,de GER,DF,18,1999,1.7,,,,,,0,,,,,,360,de GER,DF,18,1999,1.7,,,,,,,0,,,,,,,,,360,de GER,DF,18,1999,1.7,,,,,,,,,,,360,de GER,DF,18,1999,1.7,,0,,,,,,,,,,6,,,,360,de GER,DF,18,1999,1.7,,,,,,,,,,,,,,,,,,,,,398,de GER,DF,18,1999,3,149,50,4.9,1.7,1,92,1,2,29,9,2.00,3,4,-1,-0.60,-0.94,360,de GER,DF,18,1999,1.7,1,0,0,2,2,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
361,Tim Rieder,de GER,DF,Darmstadt 98,24,1993,15,11,928,10.3,0,0,0,0,0,0,2,0,0.00,361,de GER,DF,24,1993,10.3,0,3,2,66.7,0.29,0.19,0.00,0.00,,0,0,361,de GER,DF,24,1993,10.3,,,,,,0,,,,,,361,de GER,DF,24,1993,10.3,,,,,,,21,,,,,,,,,361,de GER,DF,24,1993,10.3,,,,,,,,,,,361,de GER,DF,24,1993,10.3,,14,,,,,,,,,,13,,,,361,de GER,DF,24,1993,10.3,,,,,,,,,,,,,,,,,,,,,399,de GER,DF,24,1993,15,928,62,30.3,10.3,11,79,6,4,14,10,0.93,13,23,-10,-0.97,-1.05,361,de GER,DF,24,1993,10.3,2,0,0,14,11,0,21,13,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
362,Manuel Riemann,de GER,GK,Bochum,29,1988,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.00,362,de GER,GK,29,1988,34.0,0,0,0,,0.00,0.00,,,,0,0,362,de GER,GK,29,1988,34.0,,,,,,0,,,,,,362,de GER,GK,29,1988,34.0,,,,,,,1,,,,,,,,,362,de GER,GK,29,1988,34.0,,,,,,,,,,,362,de GER,GK,29,1988,34.0,,1,,,,,,,,,,6,,,,362,de GER,GK,29,1988,34.0,,,,,,,,,,,,,,,,,,,,,400,de GER,GK,29,1988,34,3060,90,100.0,34.0,34,90,34,0,,0,1.29,49,50,-1,-0.03,,362,de GER,GK,29,1988,34.0,4,0,0,1,7,0,1,6,1,0,1,0,31,de GER,GK,29,1988,34,34,3060,34.0,50,1.47,165,123,73.9,11,11,12,11,32.4,8,7,1,0,31,de GER,GK,29,1988,34.0,50,7,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
363,Philipp Riese,de GER,MF,Erzgebirge Aue,28,1989,28,27,2407,26.7,2,3,5,2,0,0,8,0,0.19,363,de GER,MF,28,1989,26.7,2,16,3,18.8,0.60,0.11,0.13,0.67,,0,0,363,de GER,MF,28,1989,26.7,,,,,,3,,,,,,363,de GER,MF,28,1989,26.7,,,,,,,23,,,,,,,,,363,de GER,MF,28,1989,26.7,,,,,,,,,,,363,de GER,MF,28,1989,26.7,,37,,,,,,,,,,42,,,,363,de GER,MF,28,1989,26.7,,,,,,,,,,,,,,,,,,,,,401,de GER,MF,28,1989,28,2407,86,78.7,26.7,27,87,24,1,45,2,1.18,36,36,0,0.00,+0.55,363,de GER,MF,28,1989,26.7,8,0,0,51,22,0,23,42,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
364,Marcel Risse,de GER,"MF,DF",Köln,28,1989,21,18,1560,17.3,1,3,4,1,0,0,1,0,0.23,364,de GER,"MF,DF",28,1989,17.3,1,40,12,30.0,2.31,0.69,0.03,0.08,,0,0,364,de GER,"MF,DF",28,1989,17.3,,,,,,3,,,,,,364,de GER,"MF,DF",28,1989,17.3,,,,,,,134,,,,,,,,,364,de GER,"MF,DF",28,1989,17.3,,,,,,,,,,,364,de GER,"MF,DF",28,1989,17.3,,37,,,,,,,,,,23,,,,364,de GER,"MF,DF",28,1989,17.3,,,,,,,,,,,,,,,,,,,,,403,de GER,"MF,DF",28,1989,21,1560,74,51.0,17.3,18,82,12,3,30,9,2.05,44,21,+23,+1.33,+0.49,364,de GER,"MF,DF",28,1989,17.3,1,0,0,16,8,1,134,23,37,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
365,Marlon Ritter,de GER,"MF,FW",Paderborn 07,23,1994,19,6,722,8.0,2,2,4,2,0,0,4,0,0.50,365,de GER,"MF,FW",23,1994,8.0,2,24,11,45.8,2.99,1.37,0.08,0.18,,0,0,365,de GER,"MF,FW",23,1994,8.0,,,,,,2,,,,,,365,de GER,"MF,FW",23,1994,8.0,,,,,,,42,,,,,,,,,365,de GER,"MF,FW",23,1994,8.0,,,,,,,,,,,365,de GER,"MF,FW",23,1994,8.0,,3,,,,,,,,,,7,,,,365,de GER,"MF,FW",23,1994,8.0,,,,,,,,,,,,,,,,,,,,,404,de GER,"MF,FW",23,1994,19,722,38,23.6,8.0,6,82,4,13,18,14,1.26,12,9,+3,+0.37,-0.51,365,de GER,"MF,FW",23,1994,8.0,4,0,0,9,10,0,42,7,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
366,Calogero Rizzuto,de GER,"MF,DF",Erzgebirge Aue,26,1992,27,25,2296,25.5,0,2,2,0,0,0,12,0,0.08,366,de GER,"MF,DF",26,1992,25.5,0,23,5,21.7,0.90,0.20,0.00,0.00,,0,0,366,de GER,"MF,DF",26,1992,25.5,,,,,,2,,,,,,366,de GER,"MF,DF",26,1992,25.5,,,,,,,104,,,,,,,,,366,de GER,"MF,DF",26,1992,25.5,,,,,,,,,,,366,de GER,"MF,DF",26,1992,25.5,,50,,,,,,,,,,43,,,,366,de GER,"MF,DF",26,1992,25.5,,,,,,,,,,,,,,,,,,,,,405,de GER,"MF,DF",26,1992,27,2296,85,75.0,25.5,25,89,22,2,40,1,1.26,36,32,+4,+0.16,+1.10,366,de GER,"MF,DF",26,1992,25.5,12,0,0,61,42,3,104,43,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
367,Thorsten Röcher,at AUT,"MF,FW",Ingolstadt 04,27,1991,17,10,905,10.1,2,0,2,2,0,0,3,2,0.20,367,at AUT,"MF,FW",27,1991,10.1,2,19,5,26.3,1.89,0.50,0.11,0.40,,0,0,367,at AUT,"MF,FW",27,1991,10.1,,,,,,0,,,,,,367,at AUT,"MF,FW",27,1991,10.1,,,,,,,28,,,,,,,,,367,at AUT,"MF,FW",27,1991,10.1,,,,,,,,,,,367,at AUT,"MF,FW",27,1991,10.1,,9,,,,,,,,,,2,,,,367,at AUT,"MF,FW",27,1991,10.1,,,,,,,,,,,,,,,,,,,,,406,at AUT,"MF,FW",27,1991,17,905,53,29.6,10.1,10,75,4,7,22,10,0.59,10,18,-8,-0.80,-0.63,367,at AUT,"MF,FW",27,1991,10.1,3,2,2,25,28,3,28,2,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
368,Moritz Römling,de GER,MF,Bochum,17,2001,3,1,94,1.0,0,0,0,0,0,0,0,0,0.00,368,de GER,MF,17,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,368,de GER,MF,17,2001,1.0,,,,,,0,,,,,,368,de GER,MF,17,2001,1.0,,,,,,,2,,,,,,,,,368,de GER,MF,17,2001,1.0,,,,,,,,,,,368,de GER,MF,17,2001,1.0,,3,,,,,,,,,,2,,,,368,de GER,MF,17,2001,1.0,,,,,,,,,,,,,,,,,,,,,407,de GER,MF,17,2001,3,94,31,3.1,1.0,1,62,0,2,16,10,0.33,0,3,-3,-2.87,-2.93,368,de GER,MF,17,2001,1.0,0,0,0,3,3,0,2,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
369,Lucas Röser,de GER,"FW,MF",Dresden,24,1993,23,7,796,8.8,4,0,4,4,0,0,0,0,0.45,369,de GER,"FW,MF",24,1993,8.8,4,20,11,55.0,2.26,1.24,0.20,0.36,,0,0,369,de GER,"FW,MF",24,1993,8.8,,,,,,0,,,,,,369,de GER,"FW,MF",24,1993,8.8,,,,,,,3,,,,,,,,,369,de GER,"FW,MF",24,1993,8.8,,,,,,,,,,,369,de GER,"FW,MF",24,1993,8.8,,5,,,,,,,,,,1,,,,369,de GER,"FW,MF",24,1993,8.8,,,,,,,,,,,,,,,,,,,,,408,de GER,"FW,MF",24,1993,23,796,35,26.0,8.8,7,82,2,16,14,8,1.04,9,16,-7,-0.79,-0.79,369,de GER,"FW,MF",24,1993,8.8,0,0,0,19,10,4,3,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
370,Alexander Rossipal,de GER,MF,Sandhausen,22,1996,2,1,99,1.1,0,0,0,0,0,0,0,0,0.00,370,de GER,MF,22,1996,1.1,0,1,0,0.0,0.91,0.00,0.00,,,0,0,370,de GER,MF,22,1996,1.1,,,,,,0,,,,,,370,de GER,MF,22,1996,1.1,,,,,,,6,,,,,,,,,370,de GER,MF,22,1996,1.1,,,,,,,,,,,370,de GER,MF,22,1996,1.1,,0,,,,,,,,,,1,,,,370,de GER,MF,22,1996,1.1,,,,,,,,,,,,,,,,,,,,,409,de GER,MF,22,1996,2,99,50,3.2,1.1,1,91,1,1,8,4,0.00,0,1,-1,-0.91,-0.73,370,de GER,MF,22,1996,1.1,0,0,0,1,0,0,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
371,Björn Rother,de GER,"MF,DF",Magdeburg,22,1996,26,18,1635,18.2,1,1,2,1,0,0,8,0,0.11,371,de GER,"MF,DF",22,1996,18.2,1,20,8,40.0,1.10,0.44,0.05,0.13,,0,0,371,de GER,"MF,DF",22,1996,18.2,,,,,,1,,,,,,371,de GER,"MF,DF",22,1996,18.2,,,,,,,14,,,,,,,,,371,de GER,"MF,DF",22,1996,18.2,,,,,,,,,,,371,de GER,"MF,DF",22,1996,18.2,,31,,,,,,,,,,26,,,,371,de GER,"MF,DF",22,1996,18.2,,,,,,,,,,,,,,,,,,,,,410,de GER,"MF,DF",22,1996,26,1635,63,53.4,18.2,18,84,10,8,16,4,0.92,16,28,-12,-0.66,-0.28,371,de GER,"MF,DF",22,1996,18.2,8,0,0,36,18,2,14,26,31,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
372,Julian Ryerson,no NOR,"MF,DF",Union Berlin,20,1997,8,4,313,3.5,0,0,0,0,0,0,0,0,0.00,372,no NOR,"MF,DF",20,1997,3.5,0,2,1,50.0,0.58,0.29,0.00,0.00,,0,0,372,no NOR,"MF,DF",20,1997,3.5,,,,,,0,,,,,,372,no NOR,"MF,DF",20,1997,3.5,,,,,,,12,,,,,,,,,372,no NOR,"MF,DF",20,1997,3.5,,,,,,,,,,,372,no NOR,"MF,DF",20,1997,3.5,,2,,,,,,,,,,1,,,,372,no NOR,"MF,DF",20,1997,3.5,,,,,,,,,,,,,,,,,,,,,411,no NOR,"MF,DF",20,1997,8,313,39,10.2,3.5,4,77,1,4,2,16,1.75,4,4,0,0.00,-0.69,372,no NOR,"MF,DF",20,1997,3.5,0,0,0,5,3,0,12,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
373,Görkem Sağlam,de GER,MF,Bochum,20,1998,10,7,588,6.5,0,1,1,0,0,0,2,0,0.15,373,de GER,MF,20,1998,6.5,0,14,4,28.6,2.14,0.61,0.00,0.00,,0,0,373,de GER,MF,20,1998,6.5,,,,,,1,,,,,,373,de GER,MF,20,1998,6.5,,,,,,,37,,,,,,,,,373,de GER,MF,20,1998,6.5,,,,,,,,,,,373,de GER,MF,20,1998,6.5,,5,,,,,,,,,,1,,,,373,de GER,MF,20,1998,6.5,,,,,,,,,,,,,,,,,,,,,412,de GER,MF,20,1998,10,588,59,19.2,6.5,7,77,3,3,16,15,1.40,7,11,-4,-0.61,-0.72,373,de GER,MF,20,1998,6.5,2,0,0,19,11,2,37,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
374,Cenk Şahin,tr TUR,"FW,MF",Ingolstadt 04,23,1994,9,0,133,1.5,0,0,0,0,0,0,2,0,0.00,374,tr TUR,"FW,MF",23,1994,1.5,0,0,0,,0.00,0.00,,,,0,0,374,tr TUR,"FW,MF",23,1994,1.5,,,,,,0,,,,,,374,tr TUR,"FW,MF",23,1994,1.5,,,,,,,18,,,,,,,,,374,tr TUR,"FW,MF",23,1994,1.5,,,,,,,,,,,374,tr TUR,"FW,MF",23,1994,1.5,,1,,,,,,,,,,1,,,,374,tr TUR,"FW,MF",23,1994,1.5,,,,,,,,,,,,,,,,,,,,,413,tr TUR,"FW,MF",23,1994,9,133,15,4.3,1.5,0,,0,9,14,6,0.67,1,6,-5,-3.38,-3.17,374,tr TUR,"FW,MF",23,1994,1.5,2,0,0,3,16,0,18,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
375,Cenk Şahin,tr TUR,MF,St. Pauli,23,1994,7,4,364,4.0,0,0,0,0,0,0,2,0,0.00,375,tr TUR,MF,23,1994,4.0,0,6,3,50.0,1.48,0.74,0.00,0.00,,0,0,375,tr TUR,MF,23,1994,4.0,,,,,,0,,,,,,375,tr TUR,MF,23,1994,4.0,,,,,,,9,,,,,,,,,375,tr TUR,MF,23,1994,4.0,,,,,,,,,,,375,tr TUR,MF,23,1994,4.0,,8,,,,,,,,,,1,,,,375,tr TUR,MF,23,1994,4.0,,,,,,,,,,,,,,,,,,,,,414,tr TUR,MF,23,1994,7,364,52,11.9,4.0,4,77,2,3,18,5,1.14,3,4,-1,-0.25,-0.05,375,tr TUR,MF,23,1994,4.0,2,0,0,5,23,0,9,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
376,Gōtoku Sakai,jp JPN,"DF,MF",Hamburger SV,27,1991,31,30,2547,28.3,0,1,1,0,0,0,1,1,0.04,376,jp JPN,"DF,MF",27,1991,28.3,0,12,0,0.0,0.42,0.00,0.00,,,0,0,376,jp JPN,"DF,MF",27,1991,28.3,,,,,,1,,,,,,376,jp JPN,"DF,MF",27,1991,28.3,,,,,,,39,,,,,,,,,376,jp JPN,"DF,MF",27,1991,28.3,,,,,,,,,,,376,jp JPN,"DF,MF",27,1991,28.3,,46,,,,,,,,,,65,,,,376,jp JPN,"DF,MF",27,1991,28.3,,,,,,,,,,,,,,,,,,,,,415,jp JPN,"DF,MF",27,1991,31,2547,82,83.2,28.3,30,85,24,1,7,1,1.68,37,33,+4,+0.14,+0.32,376,jp JPN,"DF,MF",27,1991,28.3,1,1,0,23,47,1,39,65,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
377,Stephan Salger,de GER,"DF,MF",Arminia,28,1990,27,14,1468,16.3,1,0,1,1,0,0,3,0,0.06,377,de GER,"DF,MF",28,1990,16.3,1,6,2,33.3,0.37,0.12,0.17,0.50,,0,0,377,de GER,"DF,MF",28,1990,16.3,,,,,,0,,,,,,377,de GER,"DF,MF",28,1990,16.3,,,,,,,7,,,,,,,,,377,de GER,"DF,MF",28,1990,16.3,,,,,,,,,,,377,de GER,"DF,MF",28,1990,16.3,,28,,,,,,,,,,18,,,,377,de GER,"DF,MF",28,1990,16.3,,,,,,,,,,,,,,,,,,,,,416,de GER,"DF,MF",28,1990,27,1468,54,48.0,16.3,14,91,14,13,15,5,1.56,23,24,-1,-0.06,-0.23,377,de GER,"DF,MF",28,1990,16.3,3,0,0,26,9,0,7,18,28,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
378,Benedikt Saller,de GER,DF,Jahn R'burg,25,1992,31,30,2551,28.3,1,1,2,1,0,0,9,0,0.07,378,de GER,DF,25,1992,28.3,1,27,3,11.1,0.95,0.11,0.04,0.33,,0,0,378,de GER,DF,25,1992,28.3,,,,,,1,,,,,,378,de GER,DF,25,1992,28.3,,,,,,,76,,,,,,,,,378,de GER,DF,25,1992,28.3,,,,,,,,,,,378,de GER,DF,25,1992,28.3,,51,,,,,,,,,,61,,,,378,de GER,DF,25,1992,28.3,,,,,,,,,,,,,,,,,,,,,417,de GER,DF,25,1992,31,2551,82,83.4,28.3,30,85,23,1,3,1,1.42,44,48,-4,-0.14,-1.03,378,de GER,DF,25,1992,28.3,9,0,0,44,13,2,76,61,51,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
379,Sidney Sam,de GER,MF,Bochum,30,1988,19,15,1142,12.7,2,3,5,2,0,0,0,1,0.39,379,de GER,MF,30,1988,12.7,2,24,8,33.3,1.89,0.63,0.08,0.25,,0,0,379,de GER,MF,30,1988,12.7,,,,,,3,,,,,,379,de GER,MF,30,1988,12.7,,,,,,,71,,,,,,,,,379,de GER,MF,30,1988,12.7,,,,,,,,,,,379,de GER,MF,30,1988,12.7,,7,,,,,,,,,,10,,,,379,de GER,MF,30,1988,12.7,,,,,,,,,,,,,,,,,,,,,418,de GER,MF,30,1988,19,1142,60,37.3,12.7,15,72,4,4,17,4,1.21,14,21,-7,-0.55,-0.83,379,de GER,MF,30,1988,12.7,0,1,0,11,32,1,71,10,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
380,Jairo Samperio,es ESP,"MF,FW",Hamburger SV,25,1993,2,2,128,1.4,0,0,0,0,0,0,0,0,0.00,380,es ESP,"MF,FW",25,1993,1.4,0,1,0,0.0,0.70,0.00,0.00,,,0,0,380,es ESP,"MF,FW",25,1993,1.4,,,,,,0,,,,,,380,es ESP,"MF,FW",25,1993,1.4,,,,,,,3,,,,,,,,,380,es ESP,"MF,FW",25,1993,1.4,,,,,,,,,,,380,es ESP,"MF,FW",25,1993,1.4,,0,,,,,,,,,,1,,,,380,es ESP,"MF,FW",25,1993,1.4,,,,,,,,,,,,,,,,,,,,,419,es ESP,"MF,FW",25,1993,2,128,64,4.2,1.4,2,64,0,0,,0,1.50,3,1,+2,+1.41,+1.38,380,es ESP,"MF,FW",25,1993,1.4,0,0,0,0,2,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
381,Louis Samson,de GER,DF,Erzgebirge Aue,23,1995,8,2,307,3.4,0,0,0,0,0,0,1,0,0.00,381,de GER,DF,23,1995,3.4,0,0,0,,0.00,0.00,,,,0,0,381,de GER,DF,23,1995,3.4,,,,,,0,,,,,,381,de GER,DF,23,1995,3.4,,,,,,,0,,,,,,,,,381,de GER,DF,23,1995,3.4,,,,,,,,,,,381,de GER,DF,23,1995,3.4,,6,,,,,,,,,,9,,,,381,de GER,DF,23,1995,3.4,,,,,,,,,,,,,,,,,,,,,420,de GER,DF,23,1995,8,307,38,10.0,3.4,2,93,2,6,20,7,1.50,3,6,-3,-0.88,-0.85,381,de GER,DF,23,1995,3.4,1,0,0,3,5,0,0,9,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
