Season,Squad,Min_squad,90s_squad,Age_squad_mean,NumPlayers_squad,OffScore_squad,MidScore_squad,DefScore_squad,IntensityScore_squad,OverallScore_squad,Comp
2017-2018,West Ham,36608.0,406.79999999999995,28.484235686188807,26,509.3798908720866,383.8253361067079,585.7637427732474,485.0589043733428,492.98965658401397,eng Premier League
2017-2018,Wolfsburg,34040.0,378.40000000000003,25.399945686611744,28,350.6213430673414,454.6970732056698,682.048287819385,490.4453431959287,495.7889013641321,de Bundesliga
2018-2019,Alavés,35750.0,397.20000000000005,27.128433566433568,24,409.77479283737,396.71971706775963,684.154739594378,498.6439956456807,496.88308316650256,es La Liga
2018-2019,Amiens,37381.0,415.3,26.925636018298064,25,295.45528518646597,462.2321014816536,601.7648966191653,486.19455273429236,453.15076109576165,fr Ligue 1
2018-2019,Angers,37554.0,417.3,28.43589504528503,24,421.583010653983,399.7375042301677,576.0683565345839,466.61180873513,465.79629047291155,fr Ligue 1
2018-2019,Arsenal,37586.0,417.50000000000006,27.125347203746074,28,600.1344860407703,514.7976290392598,610.8355312014538,495.4000975427848,575.255882093828,eng Premier League
2018-2019,Atalanta,37564.0,417.20000000000005,26.911809179001175,26,769.9271886753797,627.8894943351216,643.399850922556,548.9968428170065,680.4055113110192,it Serie A
2018-2019,Athletic Club,39038.0,433.90000000000003,28.052687125365026,27,394.57875043112875,396.79055040406314,656.796397103784,524.8658394441434,482.721899312992,es La Liga
2018-2019,Atlético Madrid,37473.0,416.3,27.179110880769343,29,486.3769189593016,578.5104189688375,686.4606800487531,555.3874888313103,583.7826726589641,es La Liga
2018-2019,Augsburg,32204.0,357.69999999999993,26.92866724630481,29,403.64510921931816,440.3921435698007,611.8401615775042,492.6302943399258,485.29247145554103,de Bundesliga
2018-2019,Barcelona,37524.0,416.79999999999995,28.115741925167896,29,714.2680748930009,576.4883288067862,566.39218294403,517.4108780939025,619.0495288812723,es La Liga
2018-2019,Bayern Munich,33628.0,373.59999999999997,27.793050434162005,24,727.0691470061274,647.9408145096603,552.873229654767,507.90655381496947,642.6277303901849,de Bundesliga
2018-2019,Betis,36715.0,407.90000000000003,27.014721503472696,23,395.99852920869296,504.8945208079931,637.4774152007031,486.49440511075335,512.7901550724631,es La Liga
2018-2019,Bologna,37760.0,419.59999999999997,27.326231461864406,28,444.53366572531957,507.66988246526967,605.616682056479,503.1208356779099,519.273410082356,it Serie A
2018-2019,Bordeaux,37278.0,414.2,25.752620848757985,30,383.82389154836596,425.2944328323781,638.5058001852566,515.9138267694336,482.5413748553336,fr Ligue 1
2018-2019,Bournemouth,37744.0,419.09999999999997,27.00705012717253,28,553.7219561480608,383.05942877585693,612.6592093276397,470.1305275327462,516.4801980838525,eng Premier League
2018-2019,Brighton,37475.0,416.2,28.013903428971304,21,330.82360158526353,401.85785796508975,624.6081561769006,487.1376887078141,452.4298719090846,eng Premier League
2018-2019,Burnley,37637.0,418.2,28.416135717512024,23,416.31200723140887,416.71088796876194,656.3756028779911,483.03171038629614,496.466166026054,eng Premier League
2018-2019,Caen,37942.0,421.3,26.148239418059145,26,255.353363640973,407.74545372130586,686.1615426591862,510.1938555345379,449.7534533404884,fr Ligue 1
2018-2019,Cagliari,38480.0,427.8,28.310260209519356,26,400.40810087334495,471.661746612705,543.8071210783497,487.61044147226966,471.95898952146655,it Serie A
2018-2019,Cardiff City,37714.0,418.99999999999994,28.136469215675877,25,321.4934456758648,395.6759616079443,680.2688034629455,493.19477470676753,465.8127369155848,eng Premier League
2018-2019,Celta Vigo,37009.0,411.3,25.74441352103542,27,538.4418861307613,358.31561669513684,652.9904022880472,503.7845416239676,516.5826350379817,es La Liga
2018-2019,Chelsea,37653.0,418.3,27.702600058428278,24,550.0057898624372,548.4674170271946,590.0473718639487,532.0820008007422,562.8401929178602,eng Premier League
2018-2019,Chievo,34256.0,380.5,28.530015179822513,33,321.90186181958813,413.1021283090443,661.1313543360922,510.1598778971091,465.37844815490826,it Serie A
2018-2019,Crystal Palace,37644.0,418.19999999999993,27.84139570715121,25,385.23477339499675,502.73393904419555,610.6016629691861,497.5801086058947,499.52345846945946,eng Premier League
2018-2019,Dijon,37453.0,416.2,27.563306010199454,26,318.53770706474296,400.56372298922884,648.985597030194,490.64843309793656,456.02900902805527,fr Ligue 1
2018-2019,Dortmund,33620.0,373.40000000000003,25.256472337894117,23,644.8467881350994,543.9598170661842,626.3724615299168,500.61371275744443,605.0596889104002,de Bundesliga
2018-2019,Düsseldorf,33679.0,374.2,27.31356631728971,24,462.3156468478401,555.3860247287487,647.3488442147537,478.5551684547612,555.0168385971142,de Bundesliga
2018-2019,Eibar,37381.0,415.4,28.9163719536663,23,389.451385200132,551.9949900229938,662.1161848036562,559.2600964698506,534.5208533422607,es La Liga
2018-2019,Eint Frankfurt,34907.0,387.59999999999997,26.80770448852676,29,606.9126021713647,486.59346850260437,629.1598151313867,521.622197088149,574.2219619351187,de Bundesliga
2018-2019,Empoli,38061.0,423.1,26.801282152334405,29,438.95926769720785,542.8849984277415,532.4265471781218,429.88783468525935,504.75693776769043,it Serie A
2018-2019,Espanyol,37666.0,418.6,27.87659344316858,25,380.57129939337136,493.26452337568156,667.3396406183722,497.1198907090546,513.7251544624751,es La Liga
2018-2019,Everton,37510.0,416.90000000000003,26.120271927486005,22,417.6914870029539,442.7273691649203,646.14194408713,547.544106991438,502.1869334183348,eng Premier League
2018-2019,Fiorentina,38019.0,422.2,24.853621822336475,25,351.79339998726107,526.1221928887077,688.94807878259,499.2712137730069,522.2878905528529,it Serie A
2018-2019,Freiburg,33952.0,377.3,26.238678133836004,28,449.51440090608247,466.985845200576,590.1175771506586,458.73883656819635,502.20594108577234,de Bundesliga
2018-2019,Frosinone,37274.0,414.1,26.724920856361003,32,340.8638901955355,395.25924678094657,563.1115898317032,449.443910957236,433.0782422693951,it Serie A
2018-2019,Fulham,37630.0,418.1,26.373417486048364,28,396.94076177073407,448.3177035189131,632.8586576423113,487.0024241563325,492.70570764398616,eng Premier League
2018-2019,Genoa,35580.0,395.3,26.44892636312535,28,357.5934618877559,393.99594275275894,638.5660729892955,497.53719236939645,463.3851592099368,it Serie A
2018-2019,Getafe,37570.0,417.40000000000003,27.91178599946766,25,494.81935810718375,374.8451989659602,665.485474956793,511.26931327807523,511.7166773433123,es La Liga
2018-2019,Girona,37985.0,422.0,27.04303540871397,26,351.1986694881989,514.0469362327647,627.6901743063485,499.5488301517339,497.645260009104,es La Liga
2018-2019,Gladbach,33670.0,373.99999999999994,26.882227502227504,22,505.70529355904733,488.802341939512,523.8362211813079,440.8780957538926,506.1146188932891,de Bundesliga
2018-2019,Guingamp,37650.0,418.50000000000006,26.403274900398408,29,287.82962396054955,450.3966277959385,596.7771811594022,504.7348861848114,445.00114430529675,fr Ligue 1
2018-2019,Hannover 96,34255.0,380.8,26.655186104218362,32,355.653912880351,454.5598162112783,653.3829094284296,495.47945998496476,487.86554617335304,de Bundesliga
2018-2019,Hertha BSC,33601.0,373.30000000000007,26.37463468349156,26,417.8979048846305,506.7135131401661,651.3159426235788,486.4337054342785,525.3091202161252,de Bundesliga
2018-2019,Hoffenheim,32117.0,356.9,25.984210854064823,25,582.4075712541102,643.3278920590684,575.4319233970826,492.85416846763786,600.3891289034204,de Bundesliga
2018-2019,Huddersfield,37461.0,416.09999999999997,26.661431889164724,31,245.3923142261468,474.35674405047376,626.0793486075954,512.5045192671427,448.6094689614053,eng Premier League
2018-2019,Huesca,37606.0,418.0,27.155626761686968,30,410.0387224684736,479.9767200155976,706.7210646319497,505.66809982546863,532.245502372007,es La Liga
2018-2019,Inter,37678.0,418.69999999999993,28.166295981740014,23,472.7936119111294,568.864487817718,564.5280135780371,492.4756423670187,535.3953711022949,it Serie A
2018-2019,Juventus,37900.0,421.1999999999999,28.485147757255934,31,553.1540898416526,590.0300051066093,577.1868824883088,497.2490266996925,573.4569924788569,it Serie A
2018-2019,Lazio,38609.0,428.90000000000003,28.21399414644254,28,500.7765601756621,562.6176960312189,617.9534801776863,495.97231597148266,560.4492454615224,it Serie A
2018-2019,Leganés,37001.0,410.8,27.06116438914396,27,385.45954735408577,381.7195746799834,631.1710250348688,489.91129252106657,466.116715689646,es La Liga
2018-2019,Leicester City,37447.0,416.0,26.309397281491176,25,455.4513847687594,435.2956876487402,668.4453533037588,511.4300003002147,519.7308085737528,eng Premier League
2018-2019,Lens,137.0,1.5,26.675912408759125,2,,,,,,fr Ligue 1
2018-2019,Levante,37756.0,419.4,26.71038245576862,26,395.7551406935104,649.0856333582478,584.5435259969472,445.46449141416457,543.1281000162352,es La Liga
2018-2019,Leverkusen,33672.0,373.9999999999999,25.719425126108106,21,622.6102490105308,617.5836034022531,663.5644519146014,535.9091890288873,634.5861014424618,de Bundesliga
2018-2019,Lille,35509.0,394.8,24.78472927856002,22,548.3293449408701,500.6282061288021,597.9966659629673,479.46929602176385,548.9847390108798,fr Ligue 1
2018-2019,Liverpool,37549.0,417.40000000000003,26.492455191882602,22,646.4206454432829,512.7535679776767,615.0364295140251,501.03599298040336,591.4035476449949,eng Premier League
2018-2019,Lyon,37476.0,416.4,24.779509552780443,24,642.0746375407216,600.8385390267163,629.9189462222157,516.9194928808623,624.2773742632179,fr Ligue 1
2018-2019,Mainz 05,33674.0,374.09999999999997,24.626759517728814,28,517.1145979578088,412.9240612186708,606.4085674911609,484.8695927578097,512.1490755558801,de Bundesliga
2018-2019,Manchester City,37669.0,418.6,27.14670153176352,21,740.3991580100524,632.5067748867904,581.6699418257307,511.8123020917291,651.5252915741912,eng Premier League
2018-2019,Manchester Utd,37604.0,417.6000000000001,26.718123072013615,28,510.92768820757027,547.0055100412375,602.3603937111419,484.19902010469116,553.4311973199832,eng Premier League
2018-2019,Marseille,38308.0,425.7,27.29576850788347,24,475.2517324594706,605.3554917120922,712.7800902002489,540.5856686267904,597.7957714572706,fr Ligue 1
2018-2019,Milan,39210.0,435.7,25.167352716143842,23,509.65132087550006,499.4170783940988,585.165918792186,471.21191620640684,531.4114393539282,it Serie A
2018-2019,Monaco,37478.0,416.5,26.028848924702494,40,344.81792010969997,463.76078262368407,669.9582645506965,506.9861999184502,492.8456557613602,fr Ligue 1
2018-2019,Montpellier,37511.0,416.70000000000005,28.39039748340487,24,498.5776054944301,460.21255058995996,664.0964825216644,531.2886117793046,540.9622128686848,fr Ligue 1
2018-2019,Nantes,37713.0,419.0,26.270150876355636,33,398.0185224076171,518.5012569952297,694.7816823420408,534.1759766340695,537.1004872482958,fr Ligue 1
2018-2019,Napoli,37557.0,417.29999999999995,27.363021540591635,26,642.6745282955251,628.0696583554807,584.1016344970086,474.3251717557008,618.2819403826715,it Serie A
2018-2019,Newcastle Utd,37630.0,418.1,27.285758703162372,24,395.8659125200957,466.9372474178265,658.3687911102681,507.21192117272176,507.05731701606345,eng Premier League
2018-2019,Nice,36812.0,409.00000000000006,24.538579067990835,29,327.0209589802908,458.6925043604413,706.2552334178189,519.5861361138986,497.322898919517,fr Ligue 1
2018-2019,Nîmes,37597.0,417.5,24.556251828603347,23,373.11147560993527,558.8205875918001,661.3313157034379,497.66192596119515,531.0877929683911,fr Ligue 1
2018-2019,Nürnberg,33474.0,371.8,25.34419250761785,27,281.2265535089886,386.82282043386033,651.8413027755226,460.3033837030155,439.96355890612386,de Bundesliga
2018-2019,Paris S-G,37515.0,416.70000000000005,26.61070505131281,30,709.7436001953025,657.8917034602272,636.5175775822077,508.72689132996214,668.0509604125791,fr Ligue 1
2018-2019,Parma,37077.0,412.1,29.946546376459803,30,303.0944012426686,480.8014355950458,559.8357185193565,426.6233856715627,447.91051845235694,it Serie A
2018-2019,RB Leipzig,33681.0,374.0,24.52134697980444,23,527.1416679633807,664.0900090377258,735.3768123083626,565.0944214086535,642.2028297698231,de Bundesliga
2018-2019,Rayo Vallecano,37579.0,417.79999999999995,27.044910721413554,29,384.5188791343145,494.1603854186639,656.2048158204218,470.6595832139829,511.6280267911334,es La Liga
2018-2019,Real Madrid,37505.0,416.79999999999995,27.502285028662843,27,519.8122732031221,605.2021866218612,584.0541032634235,514.9427817016283,569.6895210294689,es La Liga
2018-2019,Real Sociedad,37593.0,417.5,25.37162893635176,30,365.29670919573573,479.22593392179283,639.1759973058206,493.12511756350244,494.56621347444974,es La Liga
2018-2019,Reims,37212.0,413.40000000000003,26.679466301193163,25,381.87030715382633,490.5612304012353,661.7111795118417,497.48565376745665,511.38090568896774,fr Ligue 1
2018-2019,Rennes,37555.0,416.90000000000003,26.09815470643057,28,462.1214056091125,551.3190796388102,591.5552073175854,491.7853106485069,534.9985641885027,fr Ligue 1
2018-2019,Roma,37477.0,416.40000000000003,27.92661098807269,25,491.7934585189774,527.2264459986892,609.648077628668,508.8623227199549,542.8893273821116,it Serie A
2018-2019,SPAL,37649.0,418.40000000000003,28.262981752503386,28,298.1692256393572,539.9972439344895,588.873826721295,447.29315454032565,475.6800987650472,it Serie A
2018-2019,Saint-Étienne,38627.0,429.1,28.095161415590137,29,485.96686616555945,450.09995623033006,626.4195048081192,516.6311143578373,520.8287757346696,fr Ligue 1
2018-2019,Sampdoria,38179.0,424.29999999999995,26.54778019329998,24,520.2647064220876,518.2564910923564,624.288984608346,484.10334982630053,554.2700607075966,it Serie A
2018-2019,Sassuolo,37402.0,415.79999999999995,26.1709461015778,27,358.597103663165,593.6875132695429,550.2788468747337,464.72654908810676,500.8544879358139,it Serie A
2018-2019,Schalke 04,33575.0,372.9,26.26291288160834,32,346.2167084546217,456.7087591390484,688.8061776235324,506.56203570826153,497.24388173906755,de Bundesliga
2018-2019,Sevilla,37662.0,418.09999999999997,28.291778452038756,27,621.4973707299528,606.9811446076134,603.754008254194,489.7339970461271,610.7441745305867,es La Liga
2018-2019,Southampton,37608.0,418.0,25.82050095724314,30,385.617611386601,504.7728133942124,661.8806968525776,529.4023999532051,517.4237072111304,eng Premier League
2018-2019,Strasbourg,38331.0,426.1,26.52255678539579,26,465.91387950683236,487.96031111760266,591.8250316497791,475.425600899367,515.2330740914048,fr Ligue 1
2018-2019,Stuttgart,34146.0,379.40000000000003,27.17580352676338,26,371.0650349843554,488.56121558378163,659.3128345302812,500.256540013044,506.3130283661394,de Bundesliga
2018-2019,Torino,36985.0,411.00000000000006,28.05170204136812,22,455.06858198908486,514.0733065636248,636.4148079348658,534.3792503717002,535.1855654958584,it Serie A
2018-2019,Tottenham,37552.0,417.6,27.188953983809117,28,593.1230447768223,389.44701267196956,628.6678673052044,495.9103119535149,537.079308251332,eng Premier League
2018-2019,Toulouse,37329.0,414.8,25.88907015992928,28,327.9349221138332,477.8615974391501,616.5803334445998,513.4612545017296,474.125617665861,fr Ligue 1
2018-2019,Troyes,90.0,1.0,21.5,1,,,,,,fr Ligue 1
2018-2019,Udinese,39030.0,433.8,25.971601332308484,30,469.83071082446594,430.896484066154,575.5946610854589,472.97181191636446,492.10728532535967,it Serie A
2018-2019,Valencia,39333.0,437.2,26.975247247858036,23,455.4382690271627,639.2500088134207,620.1498336639802,487.6222616225302,571.6127038348545,es La Liga
2018-2019,Valladolid,37869.0,420.9,27.79431461089545,28,306.13708025986773,485.1551142733639,607.7138450516408,476.2805406007961,466.33534652829076,es La Liga
2018-2019,Villarreal,37630.0,418.1,27.57362148461725,26,437.356708581918,582.3216196688911,643.6565500442556,494.1701363376799,554.4449594316883,es La Liga
2018-2019,Watford,37464.0,416.0,28.94541426436045,25,442.4443065183486,527.9642936785549,643.6413578206646,503.7528802070542,538.0166526725227,eng Premier League
2018-2019,Werder Bremen,33619.0,373.4,27.496311609506527,24,558.9650145577615,563.9451103660207,625.7295669352526,515.7238251862872,582.879897286345,de Bundesliga
2018-2019,West Ham,37586.0,417.70000000000005,28.056659394455384,26,499.82871931773417,442.714303639816,678.6786838797498,512.8560679032332,540.4072356124333,eng Premier League
2018-2019,Wolfsburg,33708.0,374.70000000000005,25.818526759226295,25,489.06903713741394,548.2249684387634,642.9866360922797,499.58246032744796,560.093547222819,de Bundesliga
2018-2019,Wolves,37605.0,417.9,26.50517498138496,21,475.0195489394213,544.5838886368078,653.7516389269982,531.5233401585645,557.7850255010758,eng Premier League
2019-2020,Alavés,37650.0,418.50000000000006,28.081408413205537,33,341.5236491818063,354.5075812450297,584.8911110558173,457.2164275836357,426.9741138275511,es La Liga
2019-2020,Amiens,27619.0,306.9,27.78986956521739,27,361.4150884659114,315.9516777463149,603.8432503234674,489.8984622060365,427.07000551189793,fr Ligue 1
2019-2020,Angers,27783.0,308.5,28.43929741208653,24,387.3452535048144,521.816536086711,539.4278252872789,470.3903221343595,482.86320495960143,fr Ligue 1
2019-2020,Arsenal,38864.0,432.19999999999993,26.261604569781806,29,485.07964086441075,461.09859370347135,564.7668191186522,472.8669466553631,503.6483512288448,eng Premier League
2019-2020,Aston Villa,37750.0,419.49999999999994,26.072699337748347,28,382.93165686303695,412.9749455857023,601.8984511338097,476.16228782129906,465.93501786084965,eng Premier League
2019-2020,Atalanta,36586.0,406.3999999999999,27.52951948832887,27,812.9637970910311,599.439020491481,594.2780029745722,538.4859800327301,668.8936068523614,it Serie A
2019-2020,Athletic Club,37644.0,418.2,27.12363723302518,26,290.50573650229705,421.3143531760463,608.258948715094,490.9933592691756,440.0263461311458,es La Liga
2019-2020,Atlético Madrid,37619.0,417.8,26.457380578962756,30,451.2436789552839,559.0738142616783,633.0880012036504,532.2489574236838,547.8018314735376,es La Liga
2019-2020,Augsburg,33651.0,373.79999999999995,26.560732221925058,27,383.0745014786985,448.6596112296781,613.9597283070497,467.08070512084856,481.89794700514204,de Bundesliga
2019-2020,Barcelona,39206.0,435.70000000000005,28.258565015558844,26,650.4340874672996,614.7786929721549,563.0784553373795,502.95609307641075,609.4304119256113,es La Liga
2019-2020,Bayern Munich,33621.0,373.6,27.09305196157164,29,729.2664270940294,700.3539168982784,590.1730175875774,533.0061474135231,673.2644538599617,de Bundesliga
2019-2020,Betis,37614.0,417.9,27.880717154789455,26,451.77216214653464,390.93895502445923,604.3582025856234,455.5012142545248,482.35643991887247,es La Liga
2019-2020,Bologna,37473.0,416.30000000000007,27.58644090411763,29,446.5412593167422,448.7200388019013,575.7867068922735,513.2353471904584,490.349335003639,it Serie A
2019-2020,Bordeaux,27906.0,310.09999999999997,27.47122482620225,25,446.9379524671624,584.8258607731134,596.8303722653388,491.0329565685481,542.8647285018716,fr Ligue 1
2019-2020,Bournemouth,37495.0,416.40000000000003,25.626931590878783,27,338.0859474169176,428.26799018369184,612.5257577198774,487.77346962199164,459.626565106829,eng Premier League
2019-2020,Brescia,37437.0,415.70000000000005,25.98841520420974,31,274.69205622114293,464.8465932529983,577.7042316298249,418.7724290850103,439.0809603679888,it Serie A
2019-2020,Brest,27759.0,308.4,26.63744731438452,24,427.9491022289068,412.0743127132729,602.413943667909,478.7733159057914,480.8124528700296,fr Ligue 1
2019-2020,Brighton,37589.0,417.7,26.809980764541738,25,364.62037092763364,428.22522905192994,638.3061260653454,502.1674343369711,477.050575348303,eng Premier League
2019-2020,Burnley,37620.0,418.09999999999997,28.423080808080808,21,388.2283262402549,424.2215998228056,676.4398190672604,482.70883390514325,496.296581710107,eng Premier League
2019-2020,Cagliari,37213.0,413.3,27.86460645473356,30,436.62688358290757,520.8228368843813,545.5879062745583,436.3342730591275,501.01254224728245,it Serie A
2019-2020,Celta Vigo,38574.0,428.69999999999993,26.42028049981853,30,397.63917966409485,406.5357388216337,620.8554799015266,495.8389579361488,475.01013279575164,es La Liga
2019-2020,Chelsea,37673.0,418.6,26.18889103982301,26,558.1764322734988,578.9258603955726,660.390191352723,559.0338340315561,599.1641613405982,eng Premier League
2019-2020,Crystal Palace,37989.0,422.2,29.75342072705257,25,315.0519207479113,428.1406163756366,577.4693722901421,514.9057772667364,440.22063647122997,eng Premier League
2019-2020,Dijon,27632.0,306.79999999999995,27.300097712796756,28,419.1760113872758,417.08907420337385,668.808498787699,500.4177554788481,501.6911947927829,fr Ligue 1
2019-2020,Dortmund,33600.0,373.5,26.27616369047619,26,708.7849558846272,474.92377201767766,594.8208727007969,492.41438390386554,592.8432002010339,de Bundesliga
2019-2020,Düsseldorf,33684.0,374.29999999999995,27.46291117444484,28,383.0798328970795,476.99799670636725,577.6221316538249,462.217939104797,479.2333204190906,de Bundesliga
2019-2020,Eibar,37775.0,419.70000000000005,29.777620119126407,26,339.2492197323412,386.78942554224557,635.210919374065,522.5804261766806,453.74985488288394,es La Liga
2019-2020,Eint Frankfurt,34074.0,378.49999999999994,27.476151904678055,27,543.5006593606804,559.627626653575,590.166465043954,518.8712645941612,564.4315836860698,de Bundesliga
2019-2020,Espanyol,39004.0,433.2,28.15827236191262,32,283.0847448266533,432.59556883663663,577.0737418486311,490.45429187394427,430.91801850397377,es La Liga
2019-2020,Everton,37361.0,415.1,25.936433714301007,23,419.8711084320344,341.50404391236725,677.4678233822349,517.0413776430619,479.61432524221215,eng Premier League
2019-2020,Fiorentina,41393.0,460.0,25.594347700470152,32,415.3351420323434,572.131416076946,533.1100188058764,463.5913999124555,506.85885897172193,it Serie A
2019-2020,Freiburg,33759.0,375.09999999999997,26.783275570958853,26,444.35530578080056,416.49926974515057,524.0259543953199,452.1031941637727,461.62684330709027,de Bundesliga
2019-2020,Genoa,35092.0,390.09999999999997,27.79195828108971,30,368.83675413009547,453.4647221033023,578.3321865414574,474.8064084409116,466.8778875916184,it Serie A
2019-2020,Getafe,36383.0,404.2,27.75422862325812,26,427.94010955986744,357.3074659359851,569.5248401182918,512.6951753584996,451.5908052047148,es La Liga
2019-2020,Gladbach,33654.0,373.70000000000005,26.670957389909077,25,702.1340285968719,578.4327929639364,618.0446422575487,515.2856425905114,632.8704879394523,de Bundesliga
2019-2020,Granada,37680.0,418.8,27.23152866242038,27,413.75621535594524,441.87605047740635,559.0693700243305,473.3018952808223,471.5672119525607,es La Liga
2019-2020,Hellas Verona,37653.0,418.40000000000003,26.495777228906064,30,381.0427501587611,498.68398946319434,556.6171274710701,479.12540310940386,478.7812890310085,it Serie A
2019-2020,Hertha BSC,32580.0,362.0,26.814680062117706,30,463.1801026358964,458.6911812463978,648.6449354188139,477.4418384223181,523.5054064337027,de Bundesliga
2019-2020,Hoffenheim,32693.0,363.4,26.37912703025113,28,530.7213488635654,519.3192066376411,580.9418419184591,485.7058754875184,543.6607991398886,de Bundesliga
2019-2020,Inter,37389.0,415.4,28.155026879563504,28,586.1625875986969,558.6172579954716,526.2862552910631,460.86867280679985,557.0220336284104,it Serie A
2019-2020,Juventus,37634.0,418.09999999999997,29.033097730775363,30,588.8562582188281,596.0061792921003,574.0309170641799,489.48043189962505,586.2977848583695,it Serie A
2019-2020,Köln,33882.0,376.70000000000005,25.995499085059915,29,452.7410977805598,516.2916732902329,691.1769971992502,522.7238480772279,553.4032560900142,de Bundesliga
2019-2020,Lazio,37680.0,418.8,28.093941082802548,27,690.787617423248,532.5769182031778,503.7102952509228,438.1943727215567,575.6916102924496,it Serie A
2019-2020,Lecce,38052.0,422.9,29.0571927888153,30,419.0688972432638,485.28782681062864,558.8865184457457,435.8648728524284,487.7477474998794,it Serie A
2019-2020,Leganés,34097.0,379.0,27.472273220517934,26,335.1151671080256,412.79507694078444,618.115020828299,490.9552400570479,455.3417549590363,es La Liga
2019-2020,Leicester City,38277.0,425.30000000000007,26.616832562635526,24,603.4859490034098,547.0316975440728,656.9215673290361,517.9989982278089,602.4797379588396,eng Premier League
2019-2020,Levante,37041.0,411.2000000000001,28.232890006217392,28,360.7347490665807,534.8506309320774,581.0816665022452,431.9294222224346,492.22234883363444,es La Liga
2019-2020,Leverkusen,33646.0,373.9,26.548126593670315,24,614.8875487891863,579.773379600244,689.7444717606871,525.4425869882159,628.1351333833726,de Bundesliga
2019-2020,Lille,27666.0,307.5,24.93011454708941,25,465.84848672770767,499.979281602049,574.8840367794269,500.96480529759646,513.5706017030612,fr Ligue 1
2019-2020,Liverpool,37755.0,419.4,27.03386041583896,24,633.9302296400845,562.5934682338421,552.479911582414,503.6752705440006,583.0012031521136,eng Premier League
2019-2020,Lyon,27671.0,307.29999999999995,25.207343428137765,27,494.42027914228225,574.4109173357302,624.4083907060234,525.0916636401345,564.4131957280119,fr Ligue 1
2019-2020,Mainz 05,34417.0,382.2,25.105834326059796,25,419.7181906721677,506.5026883631038,613.0379948671666,491.22587600675246,513.0862913008127,de Bundesliga
2019-2020,Mallorca,37765.0,419.8,27.5410028439683,32,357.6816715245102,460.1798150430336,541.2382554407812,451.47354368479216,453.03324733610833,es La Liga
2019-2020,Manchester City,37552.0,417.40000000000003,27.640454726992644,24,748.95828347283,539.4234328524816,560.9390786397528,512.5673710175862,616.4402649883548,eng Premier League
2019-2020,Manchester Utd,37718.0,419.0,25.232602470968768,29,540.5190117586897,554.1475431049586,607.7666252395311,482.05275219516506,567.4777267010599,eng Premier League
2019-2020,Marseille,28039.0,311.8,27.475387852633833,23,489.30623022251007,615.1061513334128,672.1683099631662,539.7024434696489,592.1935638396964,fr Ligue 1
2019-2020,Metz,27793.0,308.6,26.285442377577084,24,411.8523637381624,432.57572066805045,640.9206757635053,507.33566622648834,495.11625338990603,fr Ligue 1
2019-2020,Milan,38442.0,427.2,25.110506737422615,32,535.0069063024373,448.3791344221416,624.9247606585402,499.7175773007574,536.1036004610397,it Serie A
2019-2020,Monaco,29591.0,328.8,26.01814740968538,30,663.09469324533,522.2222294561052,620.2763719961305,512.4344484142438,601.8644315658552,fr Ligue 1
2019-2020,Montpellier,27644.0,307.20000000000005,28.91948343220952,27,505.86517428004436,440.1550670109913,615.116921556886,506.8081629781785,520.3790542826406,fr Ligue 1
2019-2020,Nantes,27442.0,304.8,25.86210917571605,28,378.48677049393024,480.67429874240116,750.5056670975166,526.2835743635584,536.5555787779493,fr Ligue 1
2019-2020,Napoli,38004.0,422.1,27.330662561835595,25,539.7953912787166,569.9898394571801,563.6641332985439,460.64208730651734,557.8164546781469,it Serie A
2019-2020,Newcastle Utd,38556.0,428.49999999999994,27.143039608132305,28,353.7923344418659,461.3806114033963,574.554685472976,449.624865992734,463.24254377274605,eng Premier League
2019-2020,Nice,27595.0,306.6,24.30841833956511,31,404.14847036775194,596.7773617927025,660.7969982492134,489.18814901167354,553.907610136556,fr Ligue 1
2019-2020,Norwich City,37670.0,418.50000000000006,26.40332828637863,30,315.22560618755193,402.99622193854003,562.124760732174,468.23575227425783,426.78219628608866,eng Premier League
2019-2020,Nîmes,27569.0,306.3,25.750970292720087,27,396.800990493142,491.9622734794267,653.9720808513707,528.9539420127036,514.2451149413131,fr Ligue 1
2019-2020,Osasuna,38082.0,423.1,28.10491174616516,31,407.4239356282246,413.6427429909378,648.9118439191947,508.7078964733942,489.992840846119,es La Liga
2019-2020,Paderborn 07,33627.0,373.7,26.120025574687002,27,377.3967336664162,424.3079120214522,700.207060253746,481.5813415042791,500.6372353138715,de Bundesliga
2019-2020,Paris S-G,26723.0,297.0,27.677648467612173,30,753.2527919647465,632.8971684643227,578.1721532692245,506.64559776728566,654.7740378994313,fr Ligue 1
2019-2020,Parma,41601.0,462.19999999999993,28.98897141895628,26,492.5865200519118,492.01476816848714,580.1925053883608,448.77129782624957,521.5979312029199,it Serie A
2019-2020,RB Leipzig,32895.0,365.70000000000005,24.63343973248214,27,679.8716112704517,581.437237469372,649.0957246343411,527.3149208922263,636.8015244580548,de Bundesliga
2019-2020,Real Madrid,37661.0,418.29999999999995,28.010878627758157,26,483.922953966318,657.3441823628663,604.0115379739203,511.5470352545477,581.7595581010349,es La Liga
2019-2020,Real Sociedad,37653.0,418.3,25.187969086128597,26,518.0705357800357,486.04169143368193,571.9775995493632,507.6195288219537,525.3632755876937,es La Liga
2019-2020,Reims,26221.0,291.4,25.915450725744844,25,271.53255172602536,520.7418199278352,674.1361989280393,502.5661701771738,488.8035235272999,fr Ligue 1
